"Mean_Difference"	"cancer"
5.89339042678596	"HN"
0.770859664207624	"HN"
0.854529521546552	"HN"
0.71632311992683	"HN"
0.955459241188201	"HN"
0.709473093715089	"HN"
1.42587328087872	"HN"
1.61262618676317	"HN"
0.635838817884472	"HN"
0.96858332959013	"HN"
0.884140370629598	"HN"
0.64480014956682	"HN"
2.76446664341018	"HN"
1.23824137711998	"HN"
0.845278924535005	"HN"
1.77224600526219	"HN"
1.07709207482962	"HN"
1.20882951132824	"HN"
1.34765200533135	"HN"
1.39929540928483	"HN"
1.50815839816519	"HN"
2.22496077642564	"HN"
1.54361112179089	"HN"
1.72268436534327	"HN"
9.32879630182763	"HN"
4.1145407474332	"HN"
1.01065644758117	"HN"
1.1582495158214	"HN"
5.45013865499861	"HN"
2.79537155802928	"HN"
1.02431271249587	"HN"
1.11739776543623	"HN"
3.71726058085959	"HN"
2.09296298666395	"HN"
1.93638520038401	"HN"
2.91317419812581	"HN"
4.53556547003525	"HN"
3.86896096653872	"HN"
3.18743394870923	"HN"
2.69244789752222	"HN"
2.03113859975877	"HN"
2.51023738210973	"HN"
5.18992027094149	"HN"
2.59443288693929	"HN"
2.34438556938522	"HN"
1.43148103802482	"HN"
3.81984455893933	"HN"
3.53491209143989	"HN"
1.21248064656829	"HN"
1.99869269717524	"HN"
1.53445931971966	"HN"
2.87463486084901	"HN"
2.2230592712766	"HN"
3.0550882054622	"HN"
2.73228678120279	"HN"
2.22760415053176	"HN"
2.74894013845641	"HN"
4.84470597384976	"HN"
2.726884801807	"HN"
6.22045343712295	"HN"
8.52682282758534	"HN"
3.06821888859229	"HN"
3.04052622181621	"HN"
2.60466812603091	"HN"
2.36716759469053	"HN"
2.22019359940565	"HN"
5.08823886740858	"HN"
3.83482295374715	"HN"
2.22005077988234	"HN"
3.47140870351584	"HN"
2.70734495682361	"HN"
2.63908161865677	"HN"
1.82710801723516	"HN"
4.05163745160979	"HN"
2.15959661821372	"HN"
1.65472775052136	"HN"
2.03167153253981	"HN"
1.82607815924536	"HN"
1.3320764731003	"HN"
4.25322075654402	"HN"
0.824736497489207	"HN"
1.11002243842606	"HN"
1.15794293238457	"HN"
2.05333677464811	"HN"
1.80162897749346	"HN"
1.05037491222871	"HN"
0.885790461524407	"HN"
0.953191559538133	"HN"
2.03960548360701	"HN"
6.71909223635815	"HN"
2.57779983462546	"HN"
4.62813915053228	"HN"
0.928004962368331	"HN"
1.42037608757403	"HN"
4.21683006284986	"HN"
1.59471486642296	"HN"
1.18742351741447	"HN"
7.39339002899365	"HN"
1.06701458157551	"HN"
4.49608610108097	"HN"
3.61656290029791	"HN"
2.50525913805763	"HN"
0.675353058437967	"HN"
3.92013785432369	"HN"
1.47976874373618	"HN"
5.73303521784708	"HN"
7.98324389414946	"HN"
6.19204132926473	"HN"
5.33636729115508	"HN"
0.881297222979822	"HN"
6.96960361952831	"HN"
3.28953854790955	"HN"
4.08086118266877	"HN"
0.984873090139066	"HN"
3.12607601632867	"HN"
8.89832098753889	"HN"
0.817054556756402	"HN"
1.26632272002055	"HN"
0.99671046691455	"HN"
2.46005686798805	"HN"
2.19496215174731	"HN"
0.893673389570279	"HN"
0.780501288577815	"HN"
2.3229599866704	"HN"
2.05338972961373	"HN"
1.35727151750559	"HN"
2.14306118358361	"HN"
0.654788766271515	"HN"
0.801569388297083	"HN"
4.26206866132481	"HN"
0.834851184222506	"HN"
1.33914560660038	"HN"
5.1947653361034	"HN"
4.30629113319963	"HN"
5.04730606077002	"HN"
3.07797296159262	"HN"
6.1497514401299	"HN"
3.31603221367967	"HN"
3.12407132421917	"HN"
2.01732330737116	"HN"
4.40654614150066	"HN"
0.923046967013646	"HN"
1.24055474655772	"HN"
0.93874859447209	"HN"
1.24480890349533	"HN"
3.75686174471126	"HN"
0.87257775329168	"HN"
2.60750723974647	"HN"
2.63236610724104	"HN"
0.831510894212542	"HN"
1.17257567435038	"HN"
1.52899709189222	"HN"
1.39740630624646	"HN"
1.33037743073776	"HN"
1.57163204441058	"HN"
0.968130275395923	"HN"
3.69249433969352	"HN"
4.90320251385874	"HN"
0.975002230844722	"HN"
0.9969640547758	"HN"
0.986673085817531	"HN"
1.02501102510054	"HN"
3.34893338867062	"HN"
4.75772076769684	"HN"
0.66765513684872	"HN"
3.09310243607674	"HN"
2.71676854261973	"HN"
1.10086368399183	"HN"
1.53557192180437	"HN"
0.950556991465468	"HN"
1.36043268491208	"HN"
1.24765672727583	"HN"
1.41547419461589	"HN"
3.61439615800709	"HN"
1.81964737164658	"HN"
1.02347816269248	"HN"
5.68794554094418	"HN"
5.33496781270722	"HN"
1.49194912329667	"HN"
6.21476309760298	"HN"
1.01643769335698	"HN"
2.01443302043137	"HN"
0.865546400239199	"HN"
2.08524412886826	"HN"
0.655009755664764	"HN"
0.758210364703054	"HN"
2.12577881677434	"HN"
1.67022249794313	"HN"
0.818320291917095	"HN"
1.6741359604219	"HN"
0.937782066407048	"HN"
1.62727141966245	"HN"
1.26545000680117	"HN"
1.06065887961515	"HN"
2.78797858540522	"HN"
1.49987413621973	"HN"
1.18688919251587	"HN"
4.15556340296039	"HN"
7.10430990045926	"HN"
1.37109841928691	"HN"
1.65031437691827	"HN"
1.10109623491237	"HN"
3.56776687395979	"HN"
3.22568487406166	"HN"
1.29365901694477	"HN"
4.04027570696057	"HN"
6.34110138967353	"HN"
0.894753517242763	"HN"
2.63476116345411	"HN"
4.57708841683863	"HN"
0.879302327444368	"HN"
0.652626564393829	"HN"
1.69772441586439	"HN"
2.20279057943746	"HN"
1.17200275002998	"HN"
1.09981296994442	"HN"
1.57903475779041	"HN"
1.34954801209714	"HN"
2.61036244642687	"HN"
1.59579145640009	"HN"
0.927505826620041	"HN"
1.76676562699962	"HN"
4.97024692174598	"HN"
4.47560553727236	"HN"
6.0834298404103	"HN"
0.744490617995501	"HN"
2.25121882797215	"HN"
1.96474282994213	"HN"
0.83182868111973	"HN"
1.73467188696954	"HN"
3.9307431310733	"HN"
1.08945894898658	"HN"
1.6295025021394	"HN"
1.31341387524237	"HN"
2.13117509155098	"HN"
0.611051590915974	"HN"
1.07960026724782	"HN"
4.14766931597294	"HN"
1.40537639368086	"HN"
6.66355906736924	"HN"
3.12210382546791	"HN"
2.2264972823421	"HN"
0.835312872780293	"HN"
1.45006540811825	"HN"
4.6381635894677	"HN"
2.94648878935846	"HN"
5.93917858783039	"HN"
0.892502221904579	"HN"
0.94687926518978	"HN"
3.29928540338604	"HN"
0.983882038550115	"HN"
9.0259706044188	"HN"
1.1196225024525	"HN"
2.33961058785932	"HN"
2.09083115635954	"HN"
1.40564268195864	"HN"
1.98993525646556	"HN"
5.02783294898043	"HN"
2.01691465374523	"HN"
0.856578663116947	"HN"
0.609478848974796	"HN"
1.19255882267348	"HN"
1.43132617076134	"HN"
0.784923836302794	"HN"
0.71466312919138	"HN"
2.97536971925461	"HN"
1.73097182980853	"HN"
1.07911016810094	"HN"
3.48881726753157	"HN"
2.44961675828432	"HN"
1.84636708336391	"HN"
4.11370817623756	"HN"
3.73599398110062	"HN"
4.11088895635957	"HN"
8.24764663811676	"HN"
3.17216787433149	"HN"
2.47867875078227	"HN"
2.06270946478569	"HN"
1.0028018892891	"HN"
3.06501789784908	"HN"
1.90642027531038	"HN"
0.847286029239125	"HN"
0.706509332161006	"HN"
0.564311028091908	"HN"
2.13067385611069	"HN"
0.918183467190729	"HN"
0.874677794245337	"HN"
0.830499205315356	"HN"
4.47431276580192	"HN"
7.33261844143658	"HN"
2.25552199340762	"HN"
1.05696881914186	"HN"
0.724569508142145	"HN"
3.90682954679723	"HN"
7.13542107104151	"HN"
2.58141242745195	"HN"
1.55383810670227	"HN"
3.98369258481278	"HN"
2.11837197284564	"HN"
1.62049551039676	"HN"
3.89514661394134	"HN"
1.37868989531797	"HN"
5.18141371139637	"HN"
2.2269035453177	"HN"
1.17143537044486	"HN"
1.9835872888756	"HN"
1.61488912699186	"HN"
1.3311921797388	"HN"
7.83467523212817	"HN"
1.15902267527503	"HN"
0.910585878361607	"HN"
5.81262900725293	"HN"
1.91758587895793	"HN"
1.11949876000152	"HN"
1.17791372850574	"HN"
1.33272369697796	"HN"
0.696955959898159	"HN"
0.781615225890601	"HN"
0.875742615434135	"HN"
2.29991863241555	"HN"
3.65372173652971	"HN"
0.737735841177204	"HN"
0.755791479919888	"HN"
1.13711371308481	"HN"
1.01059595610497	"HN"
0.876711254299783	"HN"
1.34505694467453	"HN"
0.750529388946461	"HN"
0.736935734953137	"HN"
1.26852224326546	"HN"
1.35881776957611	"HN"
1.03144564742712	"HN"
0.71170823744828	"HN"
1.30303334192814	"HN"
2.17963233248369	"HN"
0.948876238254836	"HN"
4.44762964868492	"HN"
6.26579166353119	"HN"
1.81346021407108	"HN"
1.17379391189291	"HN"
3.84127759746381	"HN"
2.17913431150083	"HN"
3.97971608722917	"HN"
3.83634551211234	"HN"
5.80297992167187	"HN"
1.77042865336586	"HN"
1.97983716203202	"HN"
3.01498226966903	"HN"
7.47085754225393	"HN"
0.957170930528172	"HN"
2.61399906491545	"HN"
4.51383137153591	"HN"
2.07668766042292	"HN"
5.99590965466505	"HN"
5.52243414924976	"HN"
1.82800162991532	"HN"
3.85189534249961	"HN"
6.00835703877855	"HN"
0.984563914557632	"HN"
1.30320301164674	"HN"
0.823278945319412	"HN"
7.5671284753347	"HN"
2.43204121277175	"HN"
4.93271223903206	"HN"
3.7881238982007	"HN"
1.60464051290381	"HN"
5.16125912648909	"HN"
1.79945922949902	"HN"
9.69368341198658	"HN"
4.91732459023286	"HN"
0.690927110550267	"HN"
0.827721042127138	"HN"
4.70392100380462	"HN"
1.91327222382741	"HN"
4.62110047203871	"HN"
2.94465126000123	"HN"
0.793785049234762	"HN"
3.34819298556004	"HN"
4.99023621414795	"HN"
9.20226726002196	"HN"
1.98047605054702	"HN"
2.23423660178899	"HN"
1.75322723778526	"HN"
0.577518201195079	"HN"
1.24698412091738	"HN"
1.26536080058235	"HN"
2.69986763013994	"HN"
1.26795965198545	"HN"
1.26129736322028	"HN"
4.1919935364972	"HN"
6.14521594784019	"HN"
0.824206122717032	"HN"
1.35936337966304	"HN"
2.97139638639599	"HN"
6.06688808685035	"HN"
2.37650668093447	"HN"
11.9782894156179	"HN"
10.1207984683416	"HN"
6.47005833578703	"HN"
4.4330387175692	"HN"
1.8050673782518	"HN"
0.718001226830608	"HN"
0.865622840659158	"HN"
1.97630722646247	"HN"
0.830473102343462	"HN"
0.907127991487537	"HN"
0.955266568735632	"HN"
0.893362901744989	"HN"
0.865510745270866	"HN"
0.525715933312143	"HN"
0.686994337316337	"HN"
0.95136820843211	"HN"
0.789123941485613	"HN"
2.5100127309019	"HN"
1.92765851079049	"HN"
1.60500932478825	"HN"
4.78589002590172	"HN"
2.21896700574785	"HN"
3.45586353550236	"HN"
2.66990630261902	"HN"
4.80779712082469	"HN"
2.12585767410758	"HN"
5.79917216919057	"HN"
2.22242579601113	"HN"
4.10011028648403	"HN"
3.75149911121643	"HN"
1.41964033978874	"HN"
1.95495747500095	"HN"
1.3635572555674	"HN"
3.77472638926753	"HN"
0.801747242291134	"HN"
1.3238418162162	"HN"
0.898999338661519	"HN"
1.97382454655936	"HN"
1.39977756289902	"HN"
2.48807114166157	"HN"
3.3315067446788	"HN"
0.73494590989573	"HN"
1.01515198476394	"HN"
0.952217667125365	"HN"
0.936951002045749	"HN"
1.25597214574249	"HN"
0.676399440334679	"HN"
1.06606426835853	"HN"
0.823781004213134	"HN"
1.71086810091521	"HN"
0.593778038289758	"HN"
1.23830771144469	"HN"
1.22605908445061	"HN"
0.923712679432574	"HN"
3.15060672658695	"HN"
4.63279604416988	"HN"
3.6816918205603	"HN"
3.03279075078861	"HN"
5.37548597551878	"HN"
1.88116451688057	"HN"
5.280443316364	"HN"
3.03749936763279	"HN"
5.80848902192209	"HN"
1.12711890354089	"HN"
0.70593975174698	"HN"
0.956668552564971	"HN"
2.01867394687383	"HN"
5.34775757938907	"HN"
5.7731442771524	"HN"
5.752075433435	"HN"
3.71990022459651	"HN"
1.24106230678851	"HN"
3.62222020714675	"HN"
1.54707695729402	"HN"
4.92631955027186	"HN"
7.71805152528273	"HN"
2.68807341610657	"HN"
1.62284533770366	"HN"
1.9058451645831	"HN"
3.757964459739	"HN"
3.33932017108603	"HN"
5.76991484736542	"HN"
0.696907007832364	"HN"
1.10416576933883	"HN"
4.74077513119028	"HN"
2.11706290728458	"HN"
5.79463779394992	"HN"
0.998744621458126	"HN"
1.05082805084565	"HN"
1.36948991623371	"HN"
0.85064202190451	"HN"
3.46341531742446	"HN"
0.876174583147481	"HN"
2.66051231222929	"HN"
2.38114675148775	"HN"
1.27609437459843	"HN"
2.03931321818455	"HN"
1.22333948000975	"HN"
2.011107331482	"HN"
2.93240204064725	"HN"
1.67919760560944	"HN"
0.837799078023288	"HN"
3.49360995647596	"HN"
1.47952795167424	"HN"
2.05867328376507	"HN"
0.987204683188577	"HN"
1.02692256518755	"HN"
1.4273455471358	"HN"
1.0385173574126	"HN"
3.18882524847536	"HN"
2.39718017184927	"HN"
4.56716855418162	"HN"
4.19067189531072	"HN"
5.53781209790297	"HN"
1.09091713843501	"HN"
2.42337844350301	"HN"
1.27986570177551	"HN"
1.98459358005837	"HN"
0.80283191925064	"HN"
1.02589865448337	"HN"
1.21330480386483	"HN"
1.22769096036434	"HN"
1.05924408832355	"HN"
2.060127563937	"HN"
1.8884134255699	"HN"
2.15732062860967	"HN"
1.37496744547748	"HN"
1.21818980468123	"HN"
6.6391835048072	"HN"
1.02587987806639	"HN"
4.05258882060031	"HN"
2.24520108539041	"HN"
1.01129646308605	"HN"
0.969267389216481	"HN"
1.17798279443506	"HN"
1.01562049053529	"HN"
1.94155378446961	"HN"
0.898837710603737	"HN"
1.12119528794542	"HN"
1.82074534758719	"HN"
0.655953880283411	"HN"
2.59318371771294	"HN"
1.40790946326547	"HN"
1.30832850707866	"HN"
4.42788511539556	"HN"
2.34086602495408	"HN"
2.65188629252856	"HN"
3.46942646221647	"HN"
3.37316988472519	"HN"
1.26995223397995	"HN"
0.92416919686982	"HN"
0.715264329121036	"HN"
0.749557770319702	"HN"
0.920477430276538	"HN"
0.692591980250146	"HN"
0.955889193022891	"HN"
1.14494015771005	"HN"
1.68487065294427	"HN"
1.41473976106824	"HN"
0.610177923060794	"HN"
0.601626389392045	"HN"
1.02108658171116	"HN"
1.0646617966781	"HN"
2.16467042316874	"HN"
0.71271119990846	"HN"
4.02077573827746	"HN"
0.615376513950478	"HN"
0.611924494235752	"HN"
1.6329920517752	"HN"
0.894273793288903	"HN"
0.713761525399646	"HN"
0.823130483948547	"HN"
0.886703494885372	"HN"
1.25784660599355	"HN"
1.53463383560438	"HN"
0.90042884938065	"HN"
1.81351719808493	"HN"
2.1963962334777	"HN"
1.12983375760044	"HN"
2.04701871776993	"HN"
2.13742120725139	"HN"
1.32843306907822	"HN"
1.34114162414775	"HN"
3.80983074454923	"HN"
2.9821693847557	"HN"
2.97523305930897	"HN"
5.39082384375425	"HN"
1.09984260744987	"HN"
0.967492491828179	"HN"
0.852121856289417	"HN"
0.867336367825394	"HN"
0.822573039686434	"HN"
1.00113847501972	"HN"
0.662980042324281	"HN"
1.24666925545957	"HN"
1.10051094231493	"HN"
1.02972988181326	"HN"
2.12828916587826	"HN"
2.42538889301077	"HN"
3.49783642812838	"HN"
1.11330907056334	"HN"
1.29014266291182	"HN"
5.32507377340081	"HN"
6.65270780860883	"HN"
9.29668513852146	"HN"
5.44758798799846	"HN"
1.68484272079134	"HN"
4.51629235492269	"HN"
5.73137281646698	"HN"
2.99936966146373	"HN"
2.19627626200671	"HN"
1.17792571656202	"HN"
1.93021498182946	"HN"
1.66012654837015	"HN"
2.08330802728228	"HN"
2.40216409373604	"HN"
9.21279756105715	"HN"
4.22421945519942	"HN"
2.11216576374932	"HN"
3.39311537461372	"HN"
3.86638732014152	"HN"
6.30964340907029	"HN"
2.86677300949851	"HN"
4.99935624043189	"HN"
2.81117964956184	"HN"
3.26356025008687	"HN"
6.00598850655785	"HN"
2.14583768663306	"HN"
1.73308981724089	"HN"
1.96955427864274	"HN"
2.23230780632289	"HN"
2.08247738918426	"HN"
1.61464676415311	"HN"
1.76982599700877	"HN"
1.61761218547267	"HN"
1.17899137513601	"HN"
1.19188054309739	"HN"
0.637811320067131	"HN"
1.06466094122062	"HN"
0.894938981723728	"HN"
1.24387176305877	"HN"
1.65964492098983	"HN"
1.19255627694013	"HN"
3.2404870375668	"HN"
2.14776441402143	"HN"
1.53779077858129	"HN"
6.41225669098255	"HN"
2.04370903019578	"HN"
8.01306108772753	"HN"
2.53595992893139	"HN"
5.90623396304971	"HN"
5.59927299096976	"HN"
3.22723669909806	"HN"
6.26738897470736	"HN"
6.07529057171908	"HN"
6.02770544242221	"HN"
2.10078779423927	"HN"
5.95519786884525	"HN"
6.29332036498675	"HN"
0.846583283976832	"HN"
3.53939921634094	"HN"
1.06982902639795	"HN"
1.29268168325292	"HN"
1.34065775769658	"HN"
0.831045273226177	"HN"
5.43483436527284	"HN"
2.588910928858	"HN"
0.51845151170881	"HN"
0.64529502910184	"HN"
0.872951531998158	"HN"
1.17531317820279	"HN"
0.858028545205574	"HN"
1.51401336245683	"HN"
0.795604724448398	"HN"
0.855072208326627	"HN"
0.799038173140265	"HN"
0.941345120429894	"HN"
0.661200504939503	"HN"
0.813913043468915	"HN"
1.73531357435662	"HN"
6.26409593768749	"HN"
4.53845921222782	"HN"
1.8741571328626	"HN"
3.24390562618347	"HN"
1.26551106748853	"HN"
0.924407710053869	"HN"
1.14589354793619	"HN"
1.42494590104436	"HN"
0.910153357467926	"HN"
2.09696153837934	"HN"
0.662581455293551	"HN"
1.3086558141558	"HN"
1.05506894610857	"HN"
0.891070969969897	"HN"
2.54331804096588	"HN"
0.987857903432497	"HN"
1.76466984839289	"HN"
1.08109845942053	"HN"
1.90516437305365	"HN"
1.44776152054714	"HN"
2.59770406000467	"HN"
1.68667174015643	"HN"
2.32726042120811	"HN"
2.07881928604396	"HN"
1.73473591766612	"HN"
1.8104541921183	"HN"
1.40594654070258	"HN"
2.45204885076537	"HN"
5.27042601057789	"HN"
1.27626613326109	"HN"
2.46846726164484	"HN"
2.43011250080918	"HN"
1.00938413129499	"HN"
2.28498954000406	"HN"
1.53445067358219	"HN"
2.05792655379978	"HN"
0.783887749976685	"HN"
1.45191932609881	"HN"
8.21907170389012	"HN"
1.38125310412359	"HN"
1.523694400026	"HN"
0.862344078470895	"HN"
1.10993426672495	"HN"
1.55116782694394	"HN"
1.58800076737157	"HN"
1.52518648727269	"HN"
0.739102575788317	"HN"
1.42517088701137	"HN"
0.769813339234807	"HN"
0.985554206543308	"HN"
3.65215910911178	"HN"
1.45517691118265	"HN"
1.65829571437293	"HN"
4.19632467658404	"HN"
1.11256865986906	"HN"
1.40202638344676	"HN"
1.19120528138759	"HN"
1.82904098755958	"HN"
0.671956731519333	"HN"
1.21626822132919	"HN"
0.82457846088701	"HN"
0.839971256865138	"HN"
0.955526409359503	"HN"
1.25274488206059	"HN"
1.16747046055576	"HN"
1.59801552496799	"HN"
0.864650403051368	"HN"
0.780496426794706	"HN"
1.37947804187667	"HN"
1.1804596213416	"HN"
0.638149958834086	"HN"
0.667390212283063	"HN"
1.47846289870549	"HN"
1.57386413937784	"HN"
2.43427004368619	"HN"
1.3664437544843	"HN"
3.22061812662302	"HN"
1.27228046713584	"HN"
1.42428362174132	"HN"
1.05852016322171	"HN"
1.6100915976693	"HN"
0.733853180059764	"HN"
0.763622449790448	"HN"
1.64700085755106	"HN"
1.64379972360899	"HN"
1.46791714265378	"HN"
1.48955799513142	"HN"
1.58421966318667	"HN"
1.17446868009623	"HN"
1.45773146388209	"HN"
2.40618865784936	"HN"
0.829360620958352	"HN"
2.02917786801681	"HN"
1.09850716639556	"HN"
0.932990700225589	"HN"
1.36057433720158	"HN"
0.802508857478916	"HN"
0.769957355585103	"HN"
3.07000592841646	"HN"
1.04097721462593	"HN"
0.87273827197725	"HN"
1.41921911503694	"HN"
9.14977564555339	"HN"
7.81271580742076	"HN"
2.09437549942637	"HN"
0.782551630108121	"HN"
1.12679252104483	"HN"
0.721318568389621	"HN"
1.35689151548286	"HN"
2.01424895764403	"HN"
2.47563140202193	"HN"
1.51091438295444	"HN"
0.887595029556128	"HN"
1.58333405766139	"HN"
1.61339039251845	"HN"
4.01087554777232	"HN"
1.41997567579394	"HN"
1.20807356686455	"HN"
0.660842798044474	"HN"
1.15314561248036	"HN"
1.37065701755969	"HN"
0.751013106692396	"HN"
0.808083786530174	"HN"
0.961561271266356	"HN"
1.17384739264674	"HN"
0.628965263204307	"HN"
1.46825969863745	"HN"
0.664450856067245	"HN"
5.20876378330604	"HN"
1.15282269976764	"HN"
1.49982070235336	"HN"
1.0037945869488	"HN"
1.1272413792388	"HN"
3.70614344473161	"HN"
1.40072392377565	"HN"
2.20590189983334	"HN"
2.24291866849611	"HN"
1.23306398636023	"HN"
1.27183404083545	"HN"
1.34461422797538	"HN"
2.85803722183552	"HN"
4.2705541404714	"HN"
1.69978691309785	"HN"
2.40434004730339	"HN"
2.2265641854619	"HN"
1.76355558101035	"HN"
1.10133784004133	"HN"
6.18284830456608	"HN"
4.93838503869746	"HN"
3.96149409388522	"HN"
5.70673145858025	"HN"
2.08967513035117	"HN"
1.03604048379682	"HN"
1.47302391389361	"HN"
3.75496680089931	"HN"
