"gene"	"kmeans"	"coxreg"	"qcut50"	"qcut2575"	"kmScanP"	"kmScanQ"
"X..10357"	"?|10357"	"0.696639855451812"	"0.962075775675331"	"0.911885812584654"	"0.4578002936581"	"0.158285058492843"	"1"
"X..26823"	"?|26823"	"0.98072804225867"	"0.438164485221859"	"0.255754566091789"	"0.43793851765167"	"1.6976395935163e-12"	"3.07272766426451e-10"
"X..280660"	"?|280660"	"0.598564197833783"	"0.982917232462602"	"0.598564197833783"	"0.848524475614806"	"9.28990772459763e-12"	"1.68147329815217e-09"
"X..390284"	"?|390284"	"0.479478017855666"	"0.161561478203053"	"0.177046694582451"	"0.529566391974313"	"0.00826489629193754"	"1"
"X..645851"	"?|645851"	"0.741385463895149"	"0.590361849295765"	"0.726724829250606"	"0.363083472020161"	"0.0739479302417599"	"1"
"X..728603"	"?|728603"	"1"	"1"	"1"	"1"	"2.84027564965341e-55"	"5.14089892587267e-53"
"X..728788"	"?|728788"	"0.734503050674446"	"0.730236441986053"	"0.99300962760837"	"0.593944279467327"	"0.012680616387541"	"1"
"A1CF.29974"	"A1CF|29974"	"0.502016199292042"	"0.696940999503637"	"0.844936736952218"	"0.921767531701214"	"2.61615125812924e-12"	"4.73523377721392e-10"
"A2LD1.87769"	"A2LD1|87769"	"0.615847207993963"	"0.976648670896666"	"0.344472232859217"	"0.152435202965689"	"0.0320867070831257"	"1"
"AAAS.8086"	"AAAS|8086"	"0.74540924845485"	"0.893355372250165"	"0.470834735905418"	"0.349383122482321"	"0.0196240770269365"	"1"
"AAMP.14"	"AAMP|14"	"0.35934430269396"	"0.140812181326971"	"0.0143763222755629"	"0.342051869574434"	"0.0143763222755629"	"1"
"AATF.26574"	"AATF|26574"	"0.708158074396886"	"0.595877308309801"	"0.40326289694457"	"0.839769864112991"	"0.0612045669944644"	"1"
"AATK.9625"	"AATK|9625"	"0.767515294030337"	"0.340697584460913"	"0.65875119236054"	"0.741149907315756"	"0.0702510532778291"	"1"
