"gene"	"kmeans"	"coxreg"	"qcut50"	"qcut2575"	"kmScanP"	"kmScanQ"
"X..10357"	"?|10357"	"0.708700368644987"	"0.940999302097555"	"0.701034002642669"	"0.904475479615646"	"0.0641611813654452"	"1"
"X..26823"	"?|26823"	"1"	"1"	"0.179566922555291"	"0.179566922555291"	"1.10011527447003e-33"	"1.99120864679075e-31"
"X..280660"	"?|280660"	"1"	"1"	"0.812550780194659"	"0.812550780194659"	"7.42490726794431e-47"	"1.34390821549792e-44"
"X..390284"	"?|390284"	"0.744865125881803"	"0.465296290735932"	"0.226016118930936"	"0.568979425852731"	"0.000951254095416349"	"0.172176991270359"
"X..645851"	"?|645851"	"0.748340320190954"	"0.573636713905993"	"0.792315495870462"	"0.965430401260868"	"0.0434440282043105"	"1"
"X..728603"	"?|728603"	"1"	"1"	"1"	"1"	"2.84027564965341e-55"	"5.14089892587267e-53"
"X..728788"	"?|728788"	"0.942711344518977"	"0.860091691003705"	"0.942711344518977"	"0.450918419324012"	"2.73787476305491e-07"	"4.95555332112939e-05"
"A1CF.29974"	"A1CF|29974"	"1"	"1"	"0.536701401220896"	"0.536701401220896"	"5.8431213450056e-39"	"1.05760496344601e-36"
"A2LD1.87769"	"A2LD1|87769"	"0.953503065720704"	"0.631920152952169"	"0.930210773400505"	"0.385072516271419"	"0.00480716414252421"	"0.870096709796882"
"AAAS.8086"	"AAAS|8086"	"0.319965880086689"	"0.435256863381936"	"0.255978467610619"	"0.769393983671713"	"0.0711124799868003"	"1"
"AAMP.14"	"AAMP|14"	"0.234762661495697"	"0.195194098950597"	"0.257025171784674"	"0.164031647087897"	"0.0226884650752513"	"1"
"AATF.26574"	"AATF|26574"	"0.521966665991191"	"0.590845295980328"	"0.158728516902952"	"0.252467638536406"	"0.0649217320009185"	"1"
"AATK.9625"	"AATK|9625"	"0.334870666018079"	"0.341909121620824"	"0.842850090100851"	"0.255011825546042"	"0.0752027063064058"	"1"
"ABCA11P.79963"	"ABCA11P|79963"	"0.907606424572358"	"0.694353987204595"	"0.744490680972217"	"0.80017115386284"	"0.131349261599809"	"1"
"ABCA4.24"	"ABCA4|24"	"0.992161649058295"	"0.969696145234356"	"0.762682932536232"	"0.733167865307103"	"0.113898597267376"	"1"
"ABCB10.23456"	"ABCB10|23456"	"0.990104235203493"	"0.628218843707172"	"0.808925057868449"	"0.794564591699924"	"0.0721425458589527"	"1"
"ABCB1.5243"	"ABCB1|5243"	"0.681385835865333"	"0.554617587967248"	"0.53782424845395"	"0.293964206859196"	"0.093889427825521"	"1"
"ABCB5.340273"	"ABCB5|340273"	"0.191029055713344"	"0.203196994255047"	"0.191029055713344"	"0.302844753041239"	"0.0225852985588016"	"1"
"ABCC10.89845"	"ABCC10|89845"	"0.171765027210676"	"0.173884868479513"	"0.249751921326725"	"0.181548722742896"	"0.00620871452413816"	"1"
"ABCC11.85320"	"ABCC11|85320"	"0.432643700046649"	"0.0995167602579632"	"0.274331336505305"	"0.0345131444489093"	"0.00184603202881186"	"0.334131797214947"
"ABCC1.4363"	"ABCC1|4363"	"0.280844862749008"	"0.216201061862037"	"0.0459946137917943"	"0.438811708517687"	"0.0167236313063138"	"1"
"ABCC5.10057"	"ABCC5|10057"	"0.296109681054911"	"0.541228725176648"	"0.384496094169195"	"0.474282803296062"	"0.0645119616675406"	"1"
"ABCC6P1.653190"	"ABCC6P1|653190"	"0.288819058488093"	"0.932385454463358"	"0.356861711102106"	"0.701841510463294"	"2.46569737119972e-08"	"4.46291224187149e-06"
