"gene"	"kmeans"	"coxreg"	"qcut50"	"qcut2575"	"kmScanP"	"kmScanQ"
"X..10357"	"?|10357"	"0.447004473403957"	"0.985965277908529"	"0.552158354747484"	"0.652187004880646"	"0.204125919834747"	"1"
"X..26823"	"?|26823"	"0.905035541058906"	"0.610919459625947"	"0.239391705302933"	"0.305554927672039"	"6.28399458516551e-17"	"1.13740301991496e-14"
"X..280660"	"?|280660"	"1"	"1"	"0.768204259075971"	"0.781005411129758"	"1.45438260765464e-14"	"2.6324325198549e-12"
"X..390284"	"?|390284"	"0.639002327755914"	"0.163589126737404"	"0.0617974651320295"	"0.266713857175008"	"7.21216432874452e-05"	"0.0130540174350276"
"X..645851"	"?|645851"	"0.368242621347837"	"0.436639852557964"	"0.773180685079292"	"0.252755225914849"	"0.124116894979207"	"1"
"X..728603"	"?|728603"	"1"	"1"	"1"	"1"	"2.84027564965341e-55"	"5.14089892587267e-53"
"X..728788"	"?|728788"	"0.579462204880117"	"0.637469066551195"	"0.579462204880117"	"0.42852025669442"	"0.00566620464406443"	"1"
"A1CF.29974"	"A1CF|29974"	"1"	"1"	"0.468939062473508"	"0.570998226346924"	"4.80732076492202e-16"	"8.70125058450885e-14"
"A2LD1.87769"	"A2LD1|87769"	"0.9220591326017"	"0.949996374993463"	"0.120115719568766"	"0.328429493376388"	"0.030887815858878"	"1"
"AAAS.8086"	"AAAS|8086"	"0.768049906884714"	"0.92220552463762"	"0.786261279954722"	"0.387666177321489"	"0.0140729479719274"	"1"
"AAMP.14"	"AAMP|14"	"0.228270941500331"	"0.137711086926968"	"0.0695500580600209"	"0.188979320464033"	"0.0070647889165579"	"1"
"AATF.26574"	"AATF|26574"	"0.776141526788662"	"0.567597134542053"	"0.678393422688045"	"0.415787919356746"	"0.0482940248117018"	"1"
"AATK.9625"	"AATK|9625"	"0.509567887836067"	"0.458390818843117"	"0.848662182475212"	"0.837759847368474"	"0.0809128665872318"	"1"
"ABCA11P.79963"	"ABCA11P|79963"	"0.483317816949907"	"0.618987444500533"	"0.71727246556736"	"0.590829532745084"	"0.0542488982451598"	"1"
"ABCA4.24"	"ABCA4|24"	"0.772396474287874"	"0.763392615632998"	"0.670183667969758"	"0.443077471634813"	"0.0662012888984689"	"1"
"ABCB10.23456"	"ABCB10|23456"	"0.741708323045896"	"0.684400770882326"	"0.782917417196564"	"0.213432991682354"	"0.0981905083193887"	"1"
"ABCB1.5243"	"ABCB1|5243"	"0.272880675203574"	"0.410965320417605"	"0.608677205346387"	"0.717339178284973"	"0.0151379600889527"	"1"
"ABCB5.340273"	"ABCB5|340273"	"0.0337898657946148"	"0.0566806818119507"	"0.176581520336312"	"0.0770091654300594"	"0.00516555442395974"	"0.934965350736712"
"ABCC10.89845"	"ABCC10|89845"	"0.266380346444631"	"0.599832945380421"	"0.271543569954793"	"0.572369316090903"	"0.0332778212383926"	"1"
"ABCC11.85320"	"ABCC11|85320"	"0.306917058819562"	"0.0962071131973906"	"0.707021462791095"	"0.0530228412840715"	"0.0149506124789066"	"1"
"ABCC1.4363"	"ABCC1|4363"	"0.620710063643978"	"0.100455944176665"	"0.752718196956518"	"0.0255121746803149"	"0.000392188077395759"	"0.0709860420086324"
"ABCC5.10057"	"ABCC5|10057"	"0.69923586590054"	"0.81898162316789"	"0.543787607566396"	"0.834314605778048"	"0.107510195853689"	"1"
"ABCC6P1.653190"	"ABCC6P1|653190"	"0.434425275620454"	"0.660386096898143"	"0.894488900395508"	"0.929643665775542"	"0.000263851638646352"	"0.0477571465949898"
